trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
380,False,"{'a': 0.01, 'e': 0.022368905988714573}",20,2,32.97744367956016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.022146368233406103}",20,9,22.169991016169185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.021926043684747785}",25,0,19.522964183487122,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.01, 'e': 0.02170791035291257}",25,11,23.080785136723286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.021491946465931708}",20,3,23.92122238887449,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.021278130467554966}",25,0,29.079846769949967,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
386,False,"{'a': 0.01, 'e': 0.021066441015131294}",30,13,20.044548093188734,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.020856856977509677}",25,13,19.33993052608741,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.02064935743296025}",25,17,14.48408907451679,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020443921667115197}",20,14,-17.63725368199955,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.020240529170929555}",20,12,15.774384952529,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.020039159638661423}",25,9,-15.147807985106576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.01, 'e': 0.019839792965871787}",20,14,10.749959220838923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019642409247443367}",20,0,34.26416413763202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.01, 'e': 0.019446988775618717}",25,15,14.751624130495566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.019253512038057058}",30,23,12.238046053500511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.019061959715909977}",25,0,35.81465430803771,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
397,False,"{'a': 0.01, 'e': 0.018872312681915533}",30,11,27.447782519028333,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018684551998510924}",35,28,11.700206579382154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.018498658915963178}",20,0,3.595970695705738,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
400,False,"{'a': 0.01, 'e': 0.018314614870518102}",20,5,25.589631445882848,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.018132401482566955}",20,0,-16.80412298800224,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.01, 'e': 0.01795200055483094}",20,14,11.039134722681773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01777339407056332}",20,9,21.75244090481568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.017596564191768756}",20,10,15.970020220703832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017421493257440093}",25,0,43.46254576760749,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.01, 'e': 0.017248163781812122}",20,2,27.805936150340482,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.017076558452632378}",20,2,22.571253072739633,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.016906660129448567}",20,0,28.808877730227657,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.01, 'e': 0.016738451841912742}",25,16,12.490743427722597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.016571916788101947}",25,3,32.12629876859418,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.01, 'e': 0.01640703833285509}",20,8,20.855902227463435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.01624380000612614}",20,6,20.54014672936342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.01608218550135315}",25,0,32.33146502414009,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.01, 'e': 0.0159221786738433}",35,19,27.476120535415934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.0157637635391736}",20,2,18.538603713206278,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.015606924271607257}",20,4,23.345457916829254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.015451645202525295}",30,0,43.53643885700546,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015297910818873647}",25,3,35.28853942420241,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.015145705761625286}",20,8,17.075480637008855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.014995014824257446}",20,10,18.264774741113968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.01484582295124359}",20,7,23.67261411330245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014698115236560205}",20,0,29.998628618746856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.01, 'e': 0.014551876922208122}",25,15,15.54093093130283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.014407093396748373}",20,4,21.95637886563466,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.01426375019385221}",25,3,25.540358359385145,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014121832990865437}",20,5,25.452987004738706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.013981327607386731}",20,10,18.450663662921514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013842220003859915}",25,3,34.914648300343664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013704496280179916}",35,12,11.242552462515167,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013568142674312486}",35,17,28.90525732387559,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013433145560927364}",25,14,18.922330628735498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013299491450044915}",25,8,31.06738433722164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.01316716698569591}",20,3,14.809958327686847,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013036158944594553}",20,0,23.875570917563284,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.012906454234824477}",25,15,16.474285387194506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.01277803989453767}",20,16,10.225846039258695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.01265090309066608}",25,4,30.885177648219106,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.012525031117645963}",25,8,29.975846708515142,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.012400411396154705}",20,8,23.123030389878423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.012277031471860054}",25,15,19.202880388792714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012154879014181686}",20,8,18.904025757466574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012033941815064831}",25,6,30.474540031903974,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.011914207787766076}",20,13,10.91186176275382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011795664965651017}",30,12,35.023531721299776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011678301501003813}",20,10,18.808533799572334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011562105663848347}",30,18,22.709176504267692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.01144706584078107}",25,1,36.835022523727794,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.01, 'e': 0.011333170533815289}",25,11,2.8036006761909382,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011220408359236878}",25,16,17.972569351883678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.011108768046471153}",20,14,11.165075810629894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.01099823843696102}",25,9,28.007951134297905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.010888808483056088}",25,17,18.623454407061114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.01078046724691281}",20,0,20.176379953815516,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
454,False,"{'a': 0.01, 'e': 0.010673203899405327}",20,3,26.819081055933957,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567007719047195}",20,16,8.199487262585912,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010461868090923629}",25,1,36.94697979326976,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.010357774505634361}",25,15,16.691745148150293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254716558246826}",25,0,39.03153691334171,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.01, 'e': 0.010152683947259742}",25,6,33.138329046715945,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051666473576897}",30,24,11.020577983839473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.009951654039491074}",20,14,9.624226800177066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,22.040348156654993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,28.30565172843398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,8,29.006220269442675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,8,34.97453636049573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,7.8966433679115,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,17,13.968522708958709,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,16,4.826779796945517,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,28.42232358798608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,16,24.865363807612788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,37.45109517377374,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
